PC1,PC2,target_name
-2.7398971022682828,0.19942944156685716,setosa
-2.7881465217915617,-0.19308542936818363,setosa
-2.947467039639222,-0.20590833424096022,setosa
-2.807154169487236,-0.4008502356737935,setosa
-2.811334498960957,0.2928726324127249,setosa
-2.3002109813474534,0.6514215673063415,setosa
-2.8424759944205933,-0.17291189478797087,setosa
-2.6621159472477935,0.09948348322075162,setosa
-2.9331081726202077,-0.642260223735799,setosa
-2.7404095473205268,-0.11631466500040055,setosa
-2.522777224947636,0.5976699049527117,setosa
-2.625235507517065,-0.05061924140601892,setosa
-2.807530610275312,-0.30585390293539927,setosa
-3.2481556050673612,-0.6041388515226886,setosa
-2.6910137524268984,1.1296883006870955,setosa
-2.414416297373237,1.2457019441849244,setosa
-2.6868394015168144,0.7244483923022873,setosa
-2.719463485034885,0.2829696130636643,setosa
-2.2239836968332924,0.8264048602430236,setosa
-2.648799380802677,0.47935271341909136,setosa
-2.358384871663654,0.36385002109329534,setosa
-2.5752421710652436,0.32278666819705926,setosa
-3.2620110341543325,0.053194593854383854,setosa
-2.3857849824808706,0.03200957098505519,setosa
-2.4151633377496533,-0.09188361241447218,setosa
-2.544335946038884,-0.15387230797460294,setosa
-2.490127384735868,0.03533254634653815,setosa
-2.610156485244665,0.35843112908799846,setosa
-2.6665205083437833,0.25134687451568727,setosa
-2.682072272789939,-0.2729105462920227,setosa
-2.601497764569218,-0.2418048541611304,setosa
-2.432060790293574,0.4071054057155976,setosa
-2.6933879539806846,0.6736748705988207,setosa
-2.6489171760528967,1.0149631513549862,setosa
-2.7150173403835294,-0.14786775262955043,setosa
-2.885438669398646,0.022220706375678745,setosa
-2.677734371033579,0.5991380904064592,setosa
-2.8443212431510347,0.15278286088787407,setosa
-3.0497783084014607,-0.5252337249267471,setosa
-2.6418958095139975,0.18780679597958994,setosa
-2.7892337941933314,0.21106876627199167,setosa
-2.8852652817614612,-0.9732555894179509,setosa
-3.053322676992599,-0.4349362996892223,setosa
-2.4480503090580528,0.0977738335194056,setosa
-2.2163402272294803,0.36204745202568933,setosa
-2.7615764329424115,-0.2761649613565531,setosa
-2.6096718004352657,0.4075397008878481,setosa
-2.898986865821342,-0.33449483937520963,setosa
-2.5831461581924855,0.4946536985690395,setosa
-2.766065279760835,0.05325054790984307,setosa
-2.8290894670409696,-0.12600501784227625,setosa
-2.759014407976626,-0.05539020532955252,setosa
-2.7213806631806667,-0.02594437799644833,setosa
-2.8601165451420996,0.02065817566506123,setosa
-3.063788207623741,0.1269231590544173,setosa
-3.2414662959201404,-0.8447427797363973,setosa
-2.6240767952899784,0.6239508820557722,setosa
-2.7217712783059023,-0.02452122745661356,setosa
-2.8189290649188594,0.36236451651021095,setosa
-2.521678369626164,-0.18037815726585027,setosa
-2.6895330948900105,0.2887848596502032,setosa
-2.785927952744403,-0.09413766082481878,setosa
-2.553391066755985,0.04610465445763179,setosa
-2.6839572675953223,0.6042493372713222,setosa
-2.5407685954379304,0.8138112683197765,setosa
-2.8065107511502068,0.11892803413011688,setosa
-2.8800501127159617,-0.532941338400791,setosa
-2.5671247818615637,0.538153423017806,setosa
-2.4289163743958295,0.3980339024818207,setosa
-2.5174075219936913,1.1049065467378956,setosa
-2.481272765494514,0.7259331415322317,setosa
-2.6582904624020203,-0.308842183364483,setosa
-2.520575056138825,0.26389269299523654,setosa
-2.9836882790571986,-0.22966935261760302,setosa
-2.6180384970454798,0.3952515228706588,setosa
-2.677139347302079,0.4364234185474505,setosa
-2.760834681528898,0.7596381673951935,setosa
-2.761023113949057,0.2606179983135739,setosa
-2.5435392831478376,0.6809430471690687,setosa
-2.555200029022102,0.8459257646522191,setosa
-2.766054270217814,-0.02852613572286611,setosa
-3.033256041796338,-0.7567262240487906,setosa
-2.9788151023790372,-0.21621902129749682,setosa
-2.6156813041750366,0.40777658278016826,setosa
-2.95035023419961,-0.2248791430730952,setosa
-2.72810199539989,0.2060263323066689,setosa
-2.416648423621259,0.7325570798212206,setosa
-2.5784527665302237,-0.2039489765719953,setosa
-2.8399460942592336,-0.1734895929574618,setosa
-2.7884451713878775,-0.17731055845683308,setosa
-2.390201972911555,0.542179847450023,setosa
-2.99223423546181,-0.3717500833733709,setosa
-2.7969913846496803,1.0325234659386915,setosa
-3.2973496390554997,-0.5496399938733925,setosa
-2.9822751852477416,-0.30347371403143075,setosa
-2.5028789475355038,0.03107164552583619,setosa
-2.9109598179296228,0.15556110666392886,setosa
-2.5953557654574015,0.6216769153967476,setosa
-2.61242118792785,0.21902278980759782,setosa
-2.920077364988347,-0.08440838344569102,setosa
-2.403014002263282,1.3969308973757713,setosa
-2.8140812376264397,0.08955328360645076,setosa
-2.582013763512078,0.5644034800644935,setosa
-2.4862103422322956,0.20794084873651641,setosa
-2.510469673026999,0.9200109022597811,setosa
-2.445982972887626,0.09725343257054764,setosa
-3.076523272469906,-0.5269772661996628,setosa
-3.0622861475739427,0.16658571783885456,setosa
-2.705268998532853,0.93685657004748,setosa
-3.035090353448197,-0.24316667807807146,setosa
-2.974401053264123,-0.3860481309737178,setosa
-2.6746171269472057,0.24394188203498324,setosa
-2.7319272860352815,0.6476823212984328,setosa
-2.9623953006791477,-0.010654116011175496,setosa
-2.4867385118506196,0.10356926847360803,setosa
-3.25862681308217,-0.41072246543975854,setosa
-2.7254096873132183,0.49760518565470857,setosa
-2.73169424262952,-0.19601688056143018,setosa
-2.3816842863533334,0.7714880557561781,setosa
-2.4668789398880544,0.13735344074911904,setosa
-2.9791549126048036,-0.2754244120161724,setosa
-3.0614339508319035,-0.4231862053021773,setosa
-2.8687883076145377,-0.3266460868138221,setosa
-2.7966388302592198,-0.37726681670195905,setosa
-2.5477019879282468,0.05053946488263428,setosa
-2.6316738509329154,0.4386949536622131,setosa
-2.370066703531339,0.7080643109607312,setosa
-2.210894721014966,0.4557344254119853,setosa
-2.6225135005378633,0.2693100830195796,setosa
-2.486740033374717,0.16738023372503097,setosa
-2.8046863211752013,0.45964915278247176,setosa
-2.5702093915399655,0.7608390732679755,setosa
-2.213237666520648,0.9906365272384203,setosa
-2.57598656148823,0.4173895808015784,setosa
-2.855955585364156,0.19918169058290403,setosa
-2.64155022998977,-0.28742910798536503,setosa
-2.8603335778566046,-0.21656919371723404,setosa
-2.33946736707127,0.6171262479412167,setosa
-2.76259535841173,0.038226760161769846,setosa
-2.6715481551572533,0.2327199817996739,setosa
-2.8854740514751698,-0.1950926997727107,setosa
-2.568675882358009,0.3777565794437132,setosa
-2.4180037576785347,-0.27907403874737025,setosa
-2.7393530138734974,0.12575881793194643,setosa
-2.8539519541307237,-0.2950260584531268,setosa
-2.2902832732959557,0.4521866344880312,setosa
-2.54709417514611,-0.16268670408185848,setosa
-2.6539464029264357,0.095425803463427,setosa
-2.1858480211377587,0.6297757678202052,setosa
-3.108616221586224,-0.5425847841607592,setosa
-2.7312629764783787,0.2314032428465591,setosa
-2.974638131346673,-0.39512662415684296,setosa
-2.60677511244715,0.7789617761682015,setosa
-2.8237224334908113,-0.41771395184424964,setosa
-2.844416245927821,0.0865729334293226,setosa
-2.649881156102696,-0.01574323504110442,setosa
-2.8666239749358065,-0.10610849132215971,setosa
-2.7235121666778803,0.3778332442620842,setosa
-2.7933358663529257,-0.28038624763790576,setosa
-2.63655622894166,0.29715174925055177,setosa
-2.997840924020347,-1.0674541322210507,setosa
-2.7090308813003823,0.17915944150404872,setosa
-2.7133740508797963,0.5425718439360718,setosa
-3.185968701873029,-0.48268575118361046,setosa
-2.754192697093846,0.3678193115469375,setosa
-2.6877719663764417,0.41510728760383486,setosa
-2.577793594922293,-0.13667797632392187,setosa
-3.1867844040118958,-0.6198200454718563,setosa
-2.587438149228022,-0.12912994654745003,setosa
-2.3871648236197323,1.099670367585741,setosa
-2.6191459658292247,0.2422220881624071,setosa
-2.7130126105519152,-0.35193223088869896,setosa
-2.4676578810273653,-0.18239808396178336,setosa
-2.4123798030163015,0.23169907859274907,setosa
-3.060336450965805,-0.13946278314633087,setosa
-2.5574736756155176,-0.04999474940605708,setosa
-2.679532884046491,0.4320414906221721,setosa
-2.7663660529627507,0.6660883102697834,setosa
-2.6496147669852177,0.6785205378714885,setosa
-2.3817255113190843,-0.08873348871093611,setosa
-2.525972202816125,0.5498180886482569,setosa
-2.6580005039695798,-0.08307748622021549,setosa
-2.766998792204715,0.2390986789821019,setosa
-2.5386457106401545,0.38193174018928033,setosa
-2.5679581817213433,1.2712915995651262,setosa
-2.428674795514124,0.1539336705385601,setosa
-2.8669898291067755,0.26106539381183236,setosa
-3.1628613934380283,-0.48733535497661595,setosa
-2.5733951628407064,-0.061895460999775054,setosa
-2.6556807967677396,0.39944961903770704,setosa
-2.660918564076291,0.5942860558215246,setosa
-2.6983472193565525,0.14467062291958754,setosa
-2.4741132992275046,0.6770845307303572,setosa
-2.3186173049913363,0.14928111059077764,setosa
-2.8868914373817707,-0.3456467317155463,setosa
-3.1834496170443094,-0.3681564433138629,setosa
-2.655615041252746,-0.1577799038610932,setosa
-2.8065623386915326,0.22571542335238615,setosa
-2.787839487448505,1.109501755082114,setosa
-2.661333259246361,-0.02891961248245778,setosa
-2.5791761141562426,0.4634245477893053,setosa
-2.5940382979245196,0.258271224271053,setosa
-2.814867508110761,-0.5064148415481524,setosa
-3.0499575681958584,-0.6550262776653266,setosa
-2.772347316124118,0.09673700439823385,setosa
-2.749482933898058,0.3430763601582285,setosa
-2.758909207003497,0.21633662971153722,setosa
-2.671109403973171,0.09521816767913904,setosa
-2.4662537937749467,0.3725304574043333,setosa
-2.6811055514350786,0.5636044884986733,setosa
-2.782053534421571,0.3085273121485521,setosa
-2.660947718296961,0.5149531450497706,setosa
-2.7892825041920224,-0.08423084066660103,setosa
-2.7294860659890867,-0.33591634200713383,setosa
-3.216247700098696,-0.3965106041919304,setosa
-2.4724578734409097,0.6112605177236992,setosa
-2.4681622222208817,0.7867983187155669,setosa
-2.998612471478348,-0.32574777365116603,setosa
-2.7451594012524043,0.36472603878665044,setosa
-2.8540261341347732,0.2674318809802392,setosa
-2.52948254591244,0.47220949747863994,setosa
-2.5502381533415837,0.48565871422667595,setosa
-2.8630992345871276,-0.14273113879894073,setosa
-2.511264167989666,0.18312137845639498,setosa
-2.6410637364047695,0.2753053605551923,setosa
-2.344199042383512,0.1151662118263932,setosa
-2.7739254374180042,0.3755479622340392,setosa
-2.735487179744952,0.07970700419198629,setosa
-3.19101625781697,-0.4810594122559202,setosa
-2.6327124138991578,0.4146533027760091,setosa
-2.770791019705892,0.014809736234374427,setosa
-2.6470567181602487,1.011239019282466,setosa
-3.0495325098870496,-0.2753340895857592,setosa
-2.7544132830232533,-0.11141856847968601,setosa
-2.7471132250152897,-0.002614241391782457,setosa
-2.540588976490755,0.527903755657932,setosa
-2.526331276331244,-0.050892727299977736,setosa
-2.4998763333420477,1.110331194386493,setosa
-2.7937180914942568,0.13642336720872894,setosa
-2.535974868276364,0.45469421780884467,setosa
-2.65649372833356,0.5504846833575501,setosa
-2.633867207395071,0.11040894043321092,setosa
-2.579353249781876,0.460064557067108,setosa
-2.9432998146093006,-0.46192637049766727,setosa
-2.9031457939084806,-0.20719687839730216,setosa
-2.958403310584463,-0.6592906135937122,setosa
-2.6417130257726833,0.07724914914901326,setosa
-2.5595219914253162,0.6095829375691029,setosa
-2.682470086259775,0.1473759503034966,setosa
-3.1302686233777064,-0.5545026211497284,setosa
-2.534139622968719,0.6803083304219619,setosa
-2.8451364643911794,-0.0970797024666803,setosa
-2.5855360492440367,0.5528933674087195,setosa
-2.8319332746791943,-0.2807408891614873,setosa
-2.384513180772157,0.6926732493478642,setosa
-2.991315606969345,-0.15115856914304437,setosa
-3.05216783973707,-0.1591986680225217,setosa
-2.5372425283387003,-0.043448120279925284,setosa
-2.6164219856951894,-0.09674853194320754,setosa
-2.2413091208601346,0.32141266036581495,setosa
-2.674620427978919,0.2764876607591811,setosa
