PC1,PC2,PC3,target_name
-2.7398971022682828,0.19942944156685716,-0.010254052432243699,setosa
-2.7881465217915617,-0.19308542936818363,-0.23174996503987166,setosa
-2.947467039639222,-0.20590833424096022,-0.03170228124428974,setosa
-2.807154169487236,-0.4008502356737935,0.008234032910468217,setosa
-2.811334498960957,0.2928726324127249,0.11819883648516415,setosa
-2.3002109813474534,0.6514215673063415,0.24830543768528432,setosa
-2.8424759944205933,-0.17291189478797087,0.22821832646168608,setosa
-2.6621159472477935,0.09948348322075162,-0.03979290487495457,setosa
-2.9331081726202077,-0.642260223735799,-0.047778360537297254,setosa
-2.7404095473205268,-0.11631466500040055,-0.20850969738464226,setosa
-2.522777224947636,0.5976699049527117,-0.028634650425242728,setosa
-2.625235507517065,-0.05061924140601892,0.10590937100878177,setosa
-2.807530610275312,-0.30585390293539927,-0.19255348599606076,setosa
-3.2481556050673612,-0.6041388515226886,0.034828448666484296,setosa
-2.6910137524268984,1.1296883006870955,-0.08480080612765811,setosa
-2.414416297373237,1.2457019441849244,0.32399075775489194,setosa
-2.6868394015168144,0.7244483923022873,0.13078099678968688,setosa
-2.719463485034885,0.2829696130636643,0.009779016427337764,setosa
-2.2239836968332924,0.8264048602430236,-0.041763896540089634,setosa
-2.648799380802677,0.47935271341909136,0.25635022124835705,setosa
-2.358384871663654,0.36385002109329534,-0.17282511539842466,setosa
-2.5752421710652436,0.32278666819705926,0.2534335637725868,setosa
-3.2620110341543325,0.053194593854383854,0.30713454611544183,setosa
-2.3857849824808706,0.03200957098505519,0.0017904090448939147,setosa
-2.4151633377496533,-0.09188361241447218,0.12813474367695465,setosa
-2.544335946038884,-0.15387230797460294,-0.2620889526481612,setosa
-2.490127384735868,0.03533254634653815,0.07720968114774164,setosa
-2.610156485244665,0.35843112908799846,-0.039901381724884444,setosa
-2.6665205083437833,0.25134687451568727,-0.0916103373677995,setosa
-2.682072272789939,-0.2729105462920227,-0.004166878214512101,setosa
-2.601497764569218,-0.2418048541611304,-0.0851299681315405,setosa
-2.432060790293574,0.4071054057155976,-0.15503211503117667,setosa
-2.6933879539806846,0.6736748705988207,0.33743446623553186,setosa
-2.6489171760528967,1.0149631513549862,0.25079763450803033,setosa
-2.7150173403835294,-0.14786775262955043,-0.1408801945033447,setosa
-2.885438669398646,0.022220706375678745,-0.19765097881784016,setosa
-2.677734371033579,0.5991380904064592,-0.23294939301695883,setosa
-2.8443212431510347,0.15278286088787407,0.16315600963492816,setosa
-3.0497783084014607,-0.5252337249267471,0.04034161019133978,setosa
-2.6418958095139975,0.18780679597958994,-0.0982435445017158,setosa
-2.7892337941933314,0.21106876627199167,0.08745821395818745,setosa
-2.8852652817614612,-0.9732555894179509,-0.49066010467776444,setosa
-3.053322676992599,-0.4349362996892223,0.1877107341411389,setosa
-2.4480503090580528,0.0977738335194056,0.21246536068241098,setosa
-2.2163402272294803,0.36204745202568933,0.38674447237777504,setosa
-2.7615764329424115,-0.2761649613565531,-0.13977999719525683,setosa
-2.6096718004352657,0.4075397008878481,0.20725761795550018,setosa
-2.898986865821342,-0.33449483937520963,0.04318474010886198,setosa
-2.5831461581924855,0.4946536985690395,0.03830723522685045,setosa
-2.766065279760835,0.05325054790984307,-0.09289232450413465,setosa
-2.8290894670409696,-0.12600501784227625,0.0576301073613191,setosa
-2.759014407976626,-0.05539020532955252,-0.3495639574571154,setosa
-2.7213806631806667,-0.02594437799644833,-0.15725409964304154,setosa
-2.8601165451420996,0.02065817566506123,-0.003661242667698822,setosa
-3.063788207623741,0.1269231590544173,0.4506549143653935,setosa
-3.2414662959201404,-0.8447427797363973,0.01292708221053733,setosa
-2.6240767952899784,0.6239508820557722,-0.46174244654552643,setosa
-2.7217712783059023,-0.02452122745661356,-0.06613178866454361,setosa
-2.8189290649188594,0.36236451651021095,-0.08877944545367761,setosa
-2.521678369626164,-0.18037815726585027,-0.08696655987659418,setosa
-2.6895330948900105,0.2887848596502032,-0.05254045609235486,setosa
-2.785927952744403,-0.09413766082481878,-0.286030339677914,setosa
-2.553391066755985,0.04610465445763179,0.33942466003958943,setosa
-2.6839572675953223,0.6042493372713222,0.3112024147008936,setosa
-2.5407685954379304,0.8138112683197765,0.007178508329777095,setosa
-2.8065107511502068,0.11892803413011688,-0.06162054653903981,setosa
-2.8800501127159617,-0.532941338400791,0.03704803678688487,setosa
-2.5671247818615637,0.538153423017806,-0.3453992953622616,setosa
-2.4289163743958295,0.3980339024818207,0.22246905506872627,setosa
-2.5174075219936913,1.1049065467378956,0.07818339187829203,setosa
-2.481272765494514,0.7259331415322317,-0.09405375160331497,setosa
